quilate;corte;color;claridad;profunidad;mesa;x;y;z;precio;tipo precio
0.51;Very Good;J;VS2;61.9;61;5.09;5.12;3.16;984;Minimo
1.27;Ideal;G;VS2;61.9;57;6.9;6.93;4.28;9489;Alto
0.31;Premium;G;VS2;58.8;62;4.41;4.4;2.59;605;Minimo
0.95;Very Good;J;VS1;62.4;57;6.25;6.29;3.91;3365;Bajo
0.3;Good;E;SI1;63.2;57;4.25;4.3;2.7;526;Minimo
0.62;Ideal;F;VS1;62;54;5.46;5.5;3.4;2406;Bajo
0.33;Ideal;E;VS2;61.1;56;4.48;4.45;2.73;928;Minimo
1.51;Good;J;SI1;62.4;64;7.31;7.23;4.54;7162;Medio
0.9;Very Good;F;VS1;62.1;58;6.15;6.19;3.83;4898;Bajo
1.04;Ideal;H;SI2;61.8;55;6.54;6.5;4.03;4368;Bajo
0.9;Very Good;I;IF;62.6;59;6.12;6.15;3.84;4596;Bajo
0.85;Ideal;H;SI1;;57;6.13;6.18;3.74;3183;Bajo
1.13;Very Good;F;SI1;63.2;56;6.66;6.69;4.22;5584;Bajo
1.01;Ideal;F;VS2;60.3;56;6.5;6.56;3.94;6672;Medio
0.4;Ideal;E;VVS2;61.8;56;4.77;4.74;2.94;1238;Minimo
0.87;Ideal;G;I1;61.5;57;6.09;6.04;3.73;1827;Bajo
1.5;Premium;E;SI2;61.2;59;7.36;7.41;4.52;9900;Alto
1.21;Ideal;H;SI1;62.6;53;6.87;6.8;4.28;6025;Medio
0.41;Ideal;E;SI1;62.1;54;4.81;4.76;2.97;969;Minimo
2.02;Premium;I;VS1;60.5;62;8.18;8.15;4.94;14238;Premiun
0.73;Ideal;D;SI1;62.4;53;5.79;5.82;3.62;3195;Bajo
0.5;Good;F;VS2;63.6;57;5.03;5.07;3.21;1436;Bajo
1;Premium;F;SI1;59.8;59;6.55;6.49;3.9;5151;Bajo
0.51;Premium;E;SI1;58.2;61;5.27;5.22;3.05;1340;Bajo
0.7;Premium;G;VS2;61.3;58;5.74;5.68;3.5;2596;Bajo
0.31;Very Good;G;SI2;62.3;57;4.33;4.37;2.71;408;Minimo
0.51;Good;D;VS2;63.7;57;5;5.05;3.2;1549;Bajo
1.25;Premium;J;VS1;62.2;58;6.88;6.92;4.29;5637;Bajo
1.52;Very Good;G;VS2;62.1;58;7.36;7.43;4.59;12840;Alto
1.11;Premium;H;SI1;62.1;58;6.6;6.57;4.09;5102;Bajo
1;Very Good;G;VVS2;63.5;55;6.36;6.3;4.02;5914;Bajo
1;Good;F;SI1;63.7;58;6.29;6.34;4.02;4158;Bajo
0.42;Premium;E;VS2;61;60;4.85;4.82;2.95;1024;Minimo
0.31;Ideal;E;VS2;61.8;55;4.35;4.39;2.7;680;Minimo
2.01;Fair;E;SI2;65.5;56;7.84;7.79;5.12;11156;Alto
0.71;Ideal;G;SI1;61.7;56;5.74;5.77;3.55;2518;Bajo
0.31;Premium;G;VS1;62;59;4.3;4.28;2.66;802;Minimo
0.93;Ideal;I;SI1;62;57;6.22;6.26;3.87;2917;Bajo
0.63;Premium;E;VVS1;60.9;60;5.52;5.55;3.37;2765;Bajo
0.91;Ideal;I;VS2;;56;6.18;6.22;3.84;4199;Bajo
0.74;Ideal;D;VS2;62;57;5.79;5.83;3.6;3487;Bajo
1.01;Premium;G;SI1;59.2;59;6.52;6.58;3.88;4260;Bajo
1.24;Ideal;H;VS2;61.4;57;6.92;6.88;4.24;5683;Bajo
0.31;Ideal;E;VS1;61.6;56;4.35;4.38;2.69;734;Minimo
1.22;Ideal;I;SI1;61.9;56;6.87;6.83;4.24;5261;Bajo
0.76;Ideal;F;VS1;61.9;55;5.88;5.84;3.63;3820;Bajo
0.74;Very Good;J;VS1;62.7;58;5.75;5.8;3.62;2170;Bajo
0.41;Good;D;SI1;63.3;55;4.74;4.77;3.01;738;Minimo
0.51;Premium;G;VS1;62.1;60;5.11;5.1;3.17;1781;Bajo
1.65;Ideal;G;VS2;60.8;56;7.65;7.7;4.67;14456;Premiun
0.41;Premium;E;VS1;62;57;4.77;4.74;2.95;1153;Minimo
1.05;Fair;F;SI1;64.6;57;6.39;6.33;4.11;5186;Bajo
0.42;Ideal;D;VVS1;61.8;56;4.82;4.79;2.97;1621;Bajo
0.31;Premium;E;VS2;62.6;58;4.29;4.33;2.7;680;Minimo
1.03;Fair;I;VS1;57.6;58;6.67;6.58;3.81;4328;Bajo
0.51;Good;F;VS2;63.7;56;5.05;5.03;3.21;1574;Bajo
1.38;Ideal;G;SI2;61.4;55;7.2;7.17;4.41;7094;Medio
1.51;Good;I;SI1;63.7;61;7.11;7.15;4.54;8097;Medio
0.57;Premium;G;VS2;;55;5.31;5.26;3.31;1728;Bajo
1.57;Ideal;E;SI2;61.4;56;7.52;7.44;4.59;10550;Alto
0.45;Ideal;F;SI2;62.5;57;4.9;4.86;3.05;996;Minimo
0.52;Very Good;E;SI1;62.9;59;5.12;5.15;3.23;1389;Bajo
2.02;Very Good;H;SI1;63.4;60;7.96;8.04;5.07;17672;VIP
2.01;Very Good;H;SI1;62.2;60;8.05;8;4.99;17434;VIP
0.34;Ideal;G;IF;60.7;57;4.51;4.55;2.75;974;Minimo
0.33;Ideal;E;VVS2;61;54;4.52;4.49;2.75;950;Minimo
0.52;Ideal;G;VVS2;61.3;56;5.18;5.2;3.18;1897;Bajo
1.41;Premium;F;SI2;62.7;56;7.21;7.15;4.5;7817;Medio
0.32;Ideal;H;VS1;62.1;55;4.39;4.4;2.73;524;Minimo
0.37;Ideal;F;VVS1;59.2;57;4.71;4.75;2.8;1342;Bajo
0.41;Ideal;F;VS1;61.9;55;4.8;4.76;2.96;1076;Minimo
1.14;Premium;H;VS2;61.3;59;6.76;6.72;4.13;5858;Bajo
0.41;Premium;G;SI1;62.6;59;4.77;4.72;2.97;923;Minimo
0.31;Ideal;D;VVS2;62.2;54;4.34;4.38;2.71;840;Minimo
0.34;Ideal;E;VS2;62;56;4.48;4.46;2.77;829;Minimo
0.65;Premium;E;SI1;60.5;59;5.61;5.49;3.36;1828;Bajo
0.51;Ideal;D;VS1;62.5;57;5.13;5.08;3.19;1873;Bajo
0.41;Premium;G;VS2;60.9;58;4.8;4.83;2.93;827;Minimo
0.32;Very Good;F;VS2;63.2;58;4.35;4.32;2.74;828;Minimo
1.2;Very Good;G;SI2;62.9;54;6.76;6.79;4.26;5321;Bajo
0.74;Good;G;VS2;64.2;53;5.72;5.69;3.66;2322;Bajo
1.11;Ideal;I;VS2;62.2;56;6.69;6.62;4.14;5073;Bajo
0.33;Ideal;E;SI1;62.4;56;4.43;4.41;2.76;743;Minimo
0.81;Good;G;SI2;61;61;5.94;5.99;3.64;2789;Bajo
0.78;Very Good;E;VS1;61.5;60;5.86;5.92;3.62;3898;Bajo
0.66;Ideal;E;SI1;62.8;57;5.58;5.53;3.49;1901;Bajo
0.26;Very Good;F;VS2;62.9;59;4.04;4.07;2.55;453;Minimo
0.32;Premium;H;VVS2;;58;4.33;4.37;2.71;645;Minimo
2.04;Premium;H;SI1;63;58;8.1;8.03;5.08;18115;VIP
0.71;Ideal;I;VVS2;62.4;54;5.72;5.75;3.58;2308;Bajo
1.01;Premium;G;SI1;63;60;6.34;6.3;3.98;4118;Bajo
0.36;Premium;E;VVS2;61.7;59;4.56;4.52;2.8;1102;Minimo
1.07;Very Good;F;VS1;62;58;6.57;6.59;4.08;7118;Medio
0.52;Ideal;E;VS2;61;57;5.19;5.21;3.17;1644;Bajo
0.44;Ideal;E;VVS2;61.9;56;4.91;4.88;3.03;1334;Bajo
2.14;Premium;I;VS2;;59;8.43;8.39;5;15559;Premiun
0.26;Very Good;D;VS1;63.3;57;4.03;4.06;2.56;420;Minimo
1.02;Very Good;D;SI1;64.2;58;6.32;6.35;4.07;5803;Bajo
1;Fair;I;SI1;56.4;61;6.58;6.55;3.7;3920;Bajo
1.02;Ideal;D;VS1;60.5;56;6.55;6.48;3.94;8181;Medio
1.2;Premium;I;VS2;62.3;57;6.79;6.74;4.22;4844;Bajo
0.38;Very Good;G;VVS2;61.5;57;4.66;4.68;2.87;853;Minimo
0.3;Very Good;E;VS2;61.6;61;4.26;4.31;2.64;585;Minimo
0.3;Ideal;G;VS1;62.5;57;4.32;4.29;2.69;776;Minimo
1.03;Ideal;F;VVS2;62;56;6.48;6.45;4.01;9413;Alto
0.73;Very Good;H;SI1;59.5;58;5.85;5.91;3.5;2393;Bajo
1.05;Fair;H;SI2;64.8;55;6.39;6.32;4.12;2717;Bajo
0.31;Very Good;E;VVS2;62.4;56;4.32;4.35;2.7;749;Minimo
1;Very Good;G;VVS1;62.3;55;6.34;6.44;3.98;8246;Medio
1.09;Premium;H;SI1;61.6;57;6.63;6.59;4.07;5219;Bajo
0.43;Ideal;E;SI1;62.6;56;4.79;4.82;3.01;760;Minimo
1.01;Premium;D;SI1;62.9;59;6.43;6.39;4.03;5543;Bajo
0.71;Premium;G;VS2;60.4;61;5.81;5.77;3.5;2515;Bajo
0.55;Premium;D;SI1;61.2;58;5.29;5.24;3.22;1819;Bajo
0.4;Ideal;H;VVS2;61.1;55;4.75;4.78;2.91;868;Minimo
0.96;Very Good;G;SI1;63.2;57;6.27;6.23;3.95;4247;Bajo
0.33;Premium;D;SI2;62.7;58;4.41;4.39;2.76;631;Minimo
0.7;Ideal;F;VS1;62;55;5.74;5.71;3.55;2751;Bajo
1;Very Good;D;SI1;62.2;58;6.34;6.45;3.98;5621;Bajo
0.7;Good;E;SI2;63.9;59;5.68;5.56;3.59;1929;Bajo
0.34;Premium;I;SI1;60;58;4.51;4.55;2.72;459;Minimo
0.3;Premium;D;VS1;61.2;59;4.34;4.29;2.64;914;Minimo
0.39;Ideal;F;VVS1;61.8;55;4.69;4.73;2.91;1124;Minimo
0.51;Ideal;F;VS2;61.9;55;5.11;5.15;3.18;1591;Bajo
0.56;Ideal;G;VVS1;62.3;55;5.25;5.31;3.29;2055;Bajo
0.7;Ideal;H;SI2;60.4;58;5.82;5.77;3.5;2285;Bajo
1.05;Ideal;H;SI1;61.3;57;6.51;6.54;4;6255;Medio
0.33;Ideal;D;SI2;61.3;56;4.45;4.49;2.74;492;Minimo
0.9;Very Good;D;SI1;62.3;53;6.2;6.22;3.87;5123;Bajo
0.36;Good;F;VS1;63.9;54;4.52;4.5;2.88;905;Minimo
1.2;Ideal;H;VS2;62;56;6.86;6.81;4.24;6666;Medio
0.3;Premium;D;SI1;62;60;4.26;4.29;2.65;552;Minimo
1.52;Very Good;G;SI1;62.5;58;7.26;7.3;4.55;10150;Alto
0.41;Ideal;G;VVS1;62.4;53;4.79;4.8;2.99;1068;Minimo
1.37;Premium;H;VS2;;59;7.12;7.05;4.43;8562;Medio
0.43;Good;J;SI2;63.7;57;4.76;4.79;3.04;490;Minimo
1.5;Premium;J;VVS2;62.8;62;7.25;7.22;4.54;7983;Medio
0.56;Ideal;F;VVS2;61.9;56;5.29;5.32;3.28;2462;Bajo
0.26;Ideal;E;VVS1;61.7;56;4.11;4.09;2.53;814;Minimo
0.3;Ideal;D;SI1;62.2;55;4.29;4.33;2.68;552;Minimo
0.4;Premium;I;VVS1;60.8;58;4.76;4.78;2.9;842;Minimo
1.52;Premium;G;VS1;58.8;61;7.54;7.45;4.41;10640;Alto
0.31;Ideal;H;VS2;62;55;4.36;4.38;2.71;507;Minimo
0.54;Ideal;G;VVS2;61;56;5.3;5.25;3.22;2090;Bajo
1.02;Ideal;I;SI2;60.6;56;6.57;6.53;3.97;4113;Bajo
0.53;Ideal;G;VVS2;60.8;57;5.24;5.28;3.2;1955;Bajo
0.38;Good;E;SI1;58.9;58;4.73;4.77;2.8;680;Minimo
0.31;Ideal;H;IF;61.8;56;4.36;4.38;2.7;816;Minimo
0.74;Ideal;I;VS2;;57;5.83;5.81;3.6;2374;Bajo
0.9;Ideal;E;SI1;59.1;59;6.31;6.37;3.75;4439;Bajo
0.56;Very Good;H;VS2;61.8;54.1;5.31;5.34;3.29;1576;Bajo
0.72;Premium;E;VS2;60.3;59;5.84;5.8;3.51;2822;Bajo
2.2;Premium;G;SI1;60.5;55;8.49;8.42;5.11;18193;VIP
0.7;Premium;F;VVS2;62.6;59;5.66;5.62;3.53;3136;Bajo
0.5;Ideal;F;SI1;60.1;56;5.19;5.22;3.13;1232;Minimo
0.58;Ideal;G;SI1;62;58;5.33;5.38;3.32;1408;Bajo
2.56;Premium;J;SI1;61.4;58;8.76;8.73;5.37;17186;VIP
0.7;Good;F;I1;63.9;60;5.65;5.52;3.58;1040;Minimo
0.9;Premium;E;SI1;62.3;61;6.17;6.12;3.83;3800;Bajo
0.83;Fair;G;SI2;64.4;57;5.93;5.86;3.8;2386;Bajo
0.34;Very Good;E;SI1;63.3;57;4.47;4.44;2.82;714;Minimo
0.41;Very Good;G;SI1;62.9;56;4.7;4.75;2.97;719;Minimo
0.35;Very Good;E;SI1;62.7;57;4.47;4.52;2.82;614;Minimo
1;Premium;J;VS1;62.8;57;6.39;6.35;4;4032;Bajo
0.7;Premium;F;SI1;61.6;60;5.68;5.72;3.51;2470;Bajo
0.32;Ideal;E;VS2;62.3;56;4.38;4.41;2.74;702;Minimo
0.31;Ideal;H;VVS1;61.6;57;4.32;4.35;2.67;660;Minimo
1.37;Ideal;I;SI2;62.2;56;7.07;7.14;4.42;6401;Medio
0.7;Ideal;E;SI1;;55;5.67;5.7;3.55;2614;Bajo
0.7;Good;H;VS2;64.5;57;5.53;5.57;3.58;2137;Bajo
0.58;Ideal;G;SI1;61.5;56;5.35;5.38;3.3;1690;Bajo
0.73;Premium;F;VS2;59.9;58;5.87;5.84;3.51;2882;Bajo
0.51;Ideal;E;SI1;61.5;57;5.11;5.16;3.16;1682;Bajo
1.37;Ideal;I;VS2;61.5;55;7.18;7.2;4.42;7346;Medio
0.74;Ideal;F;SI1;61.2;56;5.83;5.87;3.58;2889;Bajo
0.7;Ideal;E;VS2;61.5;57;5.67;5.78;3.52;2980;Bajo
0.32;Premium;E;VVS1;60.5;58;4.42;4.47;2.69;954;Minimo
0.5;Ideal;F;SI2;61.6;54;5.09;5.14;3.15;1079;Minimo
0.72;Good;E;SI1;63.7;58;5.71;5.66;3.62;2361;Bajo
0.55;Ideal;D;VS2;60.6;56;5.3;5.36;3.23;2224;Bajo
0.9;Premium;G;VS2;62.4;61;6.17;6.13;3.84;4137;Bajo
0.35;Very Good;E;VS1;59.7;59;4.59;4.62;2.75;790;Minimo
0.3;Ideal;G;IF;62.1;55;4.32;4.35;2.69;863;Minimo
1.24;Premium;H;SI2;62.3;58;6.84;6.8;4.25;4444;Bajo
1.21;Very Good;G;SI2;62.7;59;6.66;6.74;4.2;5308;Bajo
1.02;Very Good;H;SI1;61.9;61;6.34;6.42;3.95;4476;Bajo
1.62;Ideal;I;VS2;62.4;57;7.45;7.51;4.67;9604;Alto
0.55;Ideal;H;VVS1;60.5;57;5.32;5.35;3.23;1741;Bajo
2.02;Premium;I;VS2;59.6;60;8.25;8.2;4.9;16861;VIP
0.7;Very Good;E;SI1;63.2;61;5.61;5.49;3.51;2164;Bajo
1.01;Ideal;G;SI1;63;57;6.37;6.4;4.02;5555;Bajo
0.36;Premium;G;VS1;59.7;56;4.67;4.64;2.78;932;Minimo
0.52;Fair;E;VVS2;57.2;64;5.27;5.36;3.04;2079;Bajo
1.22;Very Good;J;SI1;58.8;61;6.94;7;4.1;4969;Bajo
0.37;Ideal;G;VS1;61.9;54;4.62;4.68;2.88;741;Minimo
0.41;Premium;F;VS2;60.3;60;4.81;4.84;2.91;863;Minimo
0.5;Good;E;SI1;64;56;5.03;4.97;3.2;1090;Minimo
0.45;Premium;I;SI2;60.1;59;4.96;4.92;3.02;830;Minimo
0.54;Ideal;H;VVS1;61.2;57;5.25;5.21;3.2;1814;Bajo
0.5;Good;D;VS1;64.2;55;5.01;5.08;3.24;1701;Bajo
0.9;Very Good;H;VVS2;62.4;58;6.12;6.15;3.83;4740;Bajo
0.3;Ideal;I;VVS2;62.2;56;4.25;4.3;2.66;495;Minimo
0.72;Ideal;I;VS2;61.2;57;5.75;5.79;3.53;2650;Bajo
0.4;Ideal;G;VS2;60.9;58;4.76;4.79;2.91;825;Minimo
0.32;Ideal;F;VS2;61.5;55;4.4;4.44;2.72;660;Minimo
1.06;Ideal;F;VS2;60.5;57;6.6;6.58;3.99;6399;Medio
0.5;Fair;D;SI1;65.7;56;5.01;4.97;3.28;1323;Bajo
0.76;Very Good;E;VS1;62.1;58;5.84;5.89;3.64;3415;Bajo
0.31;Premium;G;VS2;61.7;58;4.32;4.34;2.67;544;Minimo
0.57;Good;F;VS1;58.3;61;5.49;5.54;3.21;1741;Bajo
0.91;Good;E;SI1;60.2;60;6.17;6.26;3.74;4523;Bajo
0.37;Ideal;D;VS2;61.3;56;4.64;4.6;2.83;1124;Minimo
0.5;Ideal;H;VS2;62.3;58;5.12;5.05;3.17;1400;Bajo
1.01;Premium;H;SI2;60.3;60;6.49;6.45;3.9;4412;Bajo
2.14;Premium;I;VS2;62.3;58;8.22;8.16;5.1;17416;VIP
0.71;Ideal;H;VVS2;61.9;56;5.72;5.76;3.55;3371;Bajo
1.01;Premium;G;VVS2;58.5;59;6.66;6.6;3.88;6670;Medio
0.32;Ideal;F;VVS2;61.2;57;4.4;4.43;2.7;786;Minimo
2;Premium;H;SI2;58.9;57;8.09;58.9;8.06;12210;Alto
0.71;Ideal;D;VVS2;61.3;57;5.7;5.81;3.53;3856;Bajo
1.51;Very Good;I;SI2;62.9;58;7.24;7.3;4.57;7139;Medio
0.72;Ideal;G;VVS2;61.2;57;5.72;5.81;3.53;3126;Bajo
0.5;Good;D;SI1;64.1;56;5.03;4.98;3.21;1235;Minimo
1.24;Premium;F;VVS2;62;55;6.95;6.88;4.29;11231;Alto
0.3;Very Good;J;VS1;;57;4.26;4.23;2.69;506;Minimo
0.28;Very Good;E;VS1;61.8;55;4.21;4.24;2.61;489;Minimo
0.58;Very Good;E;IF;60.6;59;5.37;5.43;3.27;2852;Bajo
0.42;Premium;I;SI2;61.5;59;4.78;4.84;2.96;552;Minimo
0.77;Very Good;G;VS1;61.1;54;5.91;5.94;3.62;3197;Bajo
0.75;Ideal;D;SI2;61.3;56;5.85;5.89;3.6;2773;Bajo
0.96;Ideal;G;SI2;62;58;6.3;6.34;3.92;3945;Bajo
1.02;Ideal;E;IF;62.6;57;6.41;6.47;4.03;11500;Alto
0.74;Premium;D;SI1;62.4;59;5.73;5.8;3.6;3036;Bajo
1.01;Premium;G;SI2;60.4;59;6.57;6.52;3.95;4327;Bajo
0.36;Premium;E;VVS2;61.7;59;4.52;4.56;2.8;859;Minimo
1;Premium;F;VVS2;61.3;55;6.44;6.41;3.94;8602;Medio
1.19;Very Good;H;VS1;62.4;59;6.73;6.79;4.22;7147;Medio
0.4;Premium;H;SI1;62.8;59;4.69;4.67;2.94;855;Minimo
0.73;Premium;I;VS1;61.2;59;5.84;5.82;3.57;2393;Bajo
2;Premium;F;SI1;58.8;61;8.29;8.23;4.86;17172;VIP
1.04;Very Good;I;SI2;61.6;58;6.47;6.58;4.02;3449;Bajo
1.63;Ideal;I;VS2;61.9;54.3;7.54;7.58;4.68;11019;Alto
0.3;Ideal;E;VVS1;60.1;57;4.38;4.41;2.64;895;Minimo
0.26;Ideal;G;SI1;61.8;55;4.08;4.11;2.53;377;Minimo
0.23;Good;E;VS1;64.3;59;3.84;3.87;2.48;373;Minimo
1.25;Ideal;H;SI1;62.4;55;6.9;6.86;4.3;7573;Medio
0.31;Fair;F;SI1;64.7;56;4.28;4.25;2.76;618;Minimo
0.5;Premium;I;SI1;61.7;58;5.09;5.15;3.16;965;Minimo
1.54;Ideal;G;VS1;62.3;57;7.35;7.38;4.59;13846;Premiun
0.74;Ideal;I;VS1;62;56;5.79;5.82;3.6;2947;Bajo
2.21;Premium;J;SI2;60.6;62;8.45;8.37;5.1;12327;Alto
1.98;Fair;H;VS1;58.3;69;8.28;8.17;4.8;12923;Alto
0.57;Ideal;G;SI1;62;55;5.35;5.32;3.31;1662;Bajo
0.9;Premium;E;SI1;62.9;58;6.16;6.11;3.86;4158;Bajo
0.51;Premium;E;SI2;61.8;58;5.11;5.08;3.15;1265;Minimo
0.43;Premium;G;VS2;61.2;58;4.9;4.84;2.98;1113;Minimo
1.01;Good;G;VS2;63.7;56;6.4;6.32;4.05;5701;Bajo
0.9;Premium;H;VS1;62.4;58;6.15;6.19;3.85;4309;Bajo
0.54;Ideal;F;SI2;61.8;56;5.26;5.29;3.26;1065;Minimo
0.58;Fair;G;VS1;64.7;60;5.23;5.28;3.41;1701;Bajo
0.3;Ideal;H;VS2;61.9;57;4.28;4.31;2.66;491;Minimo
1.53;Premium;F;SI1;62;56;7.47;7.39;4.61;11370;Alto
1.14;Ideal;F;VVS2;61.4;57;6.76;6.72;4.14;9070;Alto
0.33;Ideal;F;VVS1;61.8;53;4.48;4.51;2.78;880;Minimo
1.01;Premium;F;VS1;61.3;58;6.44;6.52;3.97;6999;Medio
2.14;Premium;G;SI2;60.4;59;8.32;8.38;5.04;17513;VIP
0.33;Ideal;D;VS2;62.1;56;4.42;4.47;2.76;781;Minimo
0.42;Ideal;F;SI1;61.9;54;4.87;4.83;3;838;Minimo
1;Premium;F;VS2;62.2;59;6.37;6.29;3.94;6328;Medio
0.33;Ideal;E;VS1;60;57;4.5;4.47;2.69;802;Minimo
1.51;Premium;J;VS2;59.6;60;7.48;7.58;4.49;7418;Medio
0.3;Ideal;H;VVS2;62.2;57;4.26;4.29;2.66;590;Minimo
0.33;Ideal;F;VVS2;60.9;56;4.47;4.5;2.73;974;Minimo
2.03;Very Good;E;SI2;58.8;59;8.23;8.28;4.85;18115;VIP
0.41;Very Good;F;VS1;63;57;4.66;4.7;2.95;931;Minimo
0.77;Ideal;E;SI1;61.6;57;5.91;5.87;3.63;3218;Bajo
0.93;Very Good;D;SI2;62.6;57;6.2;6.26;3.9;4214;Bajo
0.51;Ideal;G;VS1;61.9;56;5.11;5.14;3.17;1668;Bajo
0.5;Premium;G;VS1;60.8;60;5.16;5.14;3.13;1629;Bajo
2.06;Premium;I;SI2;61;59;8.24;8.21;5.02;14982;Premiun
0.51;Ideal;F;VS2;62.5;55;5.08;5.13;3.19;1442;Bajo
1;Good;G;VS2;63.8;59;6.26;6.34;4.02;5148;Bajo
0.52;Very Good;F;VVS1;62;57;5.11;5.15;3.18;2314;Bajo
0.51;Ideal;E;VS2;60.4;57;5.15;5.18;3.12;1656;Bajo
0.4;Ideal;E;VVS2;62.2;56;4.78;4.71;2.95;1238;Minimo
0.9;Fair;G;SI1;72.9;54;5.74;5.67;4.16;2691;Bajo
0.51;Ideal;G;VVS1;62.6;57;5.08;5.14;3.2;2005;Bajo
0.7;Very Good;G;SI1;60.7;58;5.7;5.73;3.47;2074;Bajo
0.51;Ideal;H;VS2;61.2;53;5.22;5.18;3.18;1312;Bajo
0.5;Very Good;F;VS1;62.3;55;5.06;5.09;3.16;1710;Bajo
0.3;Ideal;D;VS2;62.3;56;4.29;4.32;2.68;710;Minimo
0.42;Ideal;F;VVS1;61.5;56;4.85;4.87;2.99;1223;Minimo
0.44;Very Good;I;VS2;62.5;57;4.85;4.88;3.04;795;Minimo
0.79;Ideal;E;VS2;59.3;57;6.02;6.06;3.58;3377;Bajo
0.3;Good;H;SI2;63.9;57;4.27;4.24;2.72;485;Minimo
1.5;Very Good;E;VS2;62.1;60;7.27;7.32;4.53;14639;Premiun
0.33;Ideal;E;VS2;61.6;57;4.46;4.44;2.74;928;Minimo
0.33;Premium;G;VS2;59.4;61;4.53;4.49;2.68;743;Minimo
1.73;Premium;F;SI2;61.5;60;7.75;7.66;4.74;9494;Alto
1.29;Premium;G;VS2;58.7;58;7.27;7.11;4.22;8842;Medio
0.4;Ideal;I;VS2;62.6;54;4.74;4.75;2.97;667;Minimo
0.53;Ideal;I;VS2;62.2;56;5.15;5.2;3.22;1163;Minimo
0.45;Very Good;G;VVS1;62.2;58;4.9;4.97;3.07;1327;Bajo
0.34;Premium;E;SI1;59.3;58;4.59;4.55;2.71;765;Minimo
0.9;Ideal;H;SI2;62.3;57;6.16;6.19;3.85;3794;Bajo
0.32;Ideal;E;SI1;62.2;54;4.38;4.4;2.73;516;Minimo
0.96;Fair;G;SI2;72.2;56;6.01;5.81;4.28;2438;Bajo
1.1;Good;G;SI2;60.5;61;6.69;6.74;4.06;4457;Bajo
1;Good;E;SI2;62.1;61;6.36;6.4;3.96;4307;Bajo
0.37;Ideal;E;VVS2;61.8;54;4.63;4.6;2.85;1082;Minimo
0.33;Ideal;E;VVS1;61.7;56;4.42;4.46;2.74;984;Minimo
0.91;Ideal;G;VS1;61.3;56;6.28;6.21;3.83;4029;Bajo
0.53;Premium;E;SI1;61.9;56;5.22;5.19;3.22;1607;Bajo
0.3;Ideal;H;IF;62.1;55;4.27;4.3;2.66;789;Minimo
1.01;Ideal;G;SI2;61.6;54;6.4;6.45;3.96;4560;Bajo
0.8;Premium;F;VS2;62;61;5.99;5.91;3.69;3369;Bajo
0.41;Ideal;G;VS1;60.8;56;4.82;4.79;2.92;961;Minimo
1.09;Ideal;F;SI2;61.2;57;6.6;6.64;4.05;4891;Bajo
0.33;Very Good;E;SI1;63.4;55;4.4;4.37;2.78;743;Minimo
0.5;Good;E;VS1;61;61;5.07;5.12;3.11;1714;Bajo
0.33;Ideal;E;VVS2;61;54;4.49;4.52;2.75;741;Minimo
0.36;Premium;F;SI1;;59;4.62;4.58;2.81;770;Minimo
0.5;Good;E;VVS1;58.3;62;5.16;5.23;3.03;2008;Bajo
1.01;Ideal;G;VS2;62.4;56;6.41;6.37;3.99;6108;Medio
2.03;Premium;J;SI2;61.7;61;8.18;8.04;5;12078;Alto
0.3;Premium;H;VS2;61.1;61;4.32;4.29;2.63;608;Minimo
0.32;Ideal;H;VS1;60.2;56;4.44;4.49;2.69;561;Minimo
0.37;Premium;E;VVS2;60.9;59;4.65;4.61;2.82;1082;Minimo
0.9;Very Good;H;VS2;62.2;58;6.11;6.18;3.82;4157;Bajo
1.24;Ideal;E;SI1;63.5;55;6.86;6.82;4.35;7701;Medio
0.9;Very Good;F;SI2;61.3;60;6.18;6.22;3.8;3468;Bajo
0.72;Ideal;D;VS1;61.6;56;5.73;5.8;3.55;3522;Bajo
0.51;Ideal;I;VS2;60.6;57;5.16;5.21;3.14;1060;Minimo
0.9;Good;E;SI2;62.1;63;6.09;6.12;3.79;3724;Bajo
0.71;Ideal;E;VS1;62;56;5.72;5.74;3.55;3516;Bajo
0.31;Ideal;E;VS2;61.8;54;4.37;4.34;2.69;872;Minimo
1.52;Good;J;VVS2;57.9;62;7.61;7.63;4.41;8861;Medio
1.5;Premium;D;VS1;62.8;58;7.29;7.26;4.57;16793;VIP
0.58;Ideal;H;VVS1;61.6;56;5.35;5.39;3.31;2006;Bajo
0.9;Premium;F;SI2;61.6;58;6.23;6.15;3.81;3457;Bajo
0.49;Fair;D;VS2;57.5;68;5.18;5.11;2.96;1249;Minimo
0.36;Premium;G;VS2;62.5;58;4.51;4.55;2.83;589;Minimo
0.41;Ideal;D;VS2;62.2;54;4.77;4.81;2.98;1007;Minimo
0.31;Ideal;D;SI1;62;56;4.35;4.39;2.71;533;Minimo
0.53;Ideal;G;VS1;61.9;56;5.21;5.19;3.22;1813;Bajo
0.32;Ideal;I;VS1;62.1;57;4.37;4.42;2.73;471;Minimo
0.72;Very Good;H;VS2;;58;5.67;5.73;3.56;2444;Bajo
0.51;Premium;F;SI1;59.7;59;5.2;5.15;3.09;1406;Bajo
2.01;Ideal;H;SI2;62.5;53.9;8.04;8.07;5.04;14998;Premiun
0.37;Very Good;E;VS2;63;58;4.53;4.58;2.87;811;Minimo
0.33;Good;H;VS2;63.8;55;4.44;4.4;2.82;668;Minimo
